"Timestamp","E.5.Country.Origin","Q.2.Role","Q.3.Discipline","Q.4.Fund","Q.5.Seniority","Q.6.Use.Software","Q.7.Importance.Software","Q.8.Developing.Software","Q.9.Training.Software","Q.10.Cost.Software","Q.11.Main.Software","E.1.Job.Title","E.2.Gender","E.3.Contract","E.4.OS","Q.1.Institution","dataOrigin"
"12/16/2014 9:53:52","Australia","I support researchers","Agriculture, forestry & veterinary science","Don't know","Less than a year","Yes","It would not be practical to conduct my work without software","Yes","Yes - a taught course, Yes - self taught using online resources or books","I'm not involved in bid writing","R, ASReml","Research technician","Female","Fixed term","Don't have a preference","University of Queensland","petition"
"12/17/2014 14:04:05","Austria","I conduct research, I support researchers, I develop software for researchers","None of the above","Don't know","1-5 years","Yes","It would make no significant difference to my work","No","No","I'm not involved in bid writing","Mdpv, 3-FA, 2-FA","Student ","Male","Prefer not to say","Don't have a preference","secret","petition"
"12/29/2014 17:05:38","United States, United States","I support researchers","Biological, mathematical & physical sciences","I am not in the UK","15-20 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - self taught using online resources or books","No, but we expected to develop software as part of the project","","Software Engineer","Male","Permanent","Linux","NCAR","petition"
"1/9/2015 21:30:50","Finland","I conduct research","Biological, mathematical & physical sciences","","More than 20 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - a taught course","No, but we expected to develop software as part of the project","R (including many different GPL licensed packages), R (with packages developed by myself and released under GPL, and others under development, also including C++ code), ImageJ, own scripts written in AWK, Perl and Java. Vendor-supplied instrument-control software such SpectraSuite (Ocean Optics), software for different pieces of equipment by Heinz Walz (DE), Delta-T (UK), Campbell Scientific (UK, USA). Also instrumentation control software developed by myself.
For simulation models I have used long ago Modula-2, and more recently C++, Stella and Simile (graphic programming of models from Simulistics).","University lecturer in Physiological Plant Ecology","Male","Permanent","Don't have a preference","University of Helsinki","petition"
"1/15/2015 19:06:04","United States","I conduct research, I support researchers, I manage researchers or research projects, I develop software for researchers","Engineering & technology","Don't know","6-10 years","Yes","It would make no significant difference to my work","No","Yes - a taught course","No","Goggle DEv","Supervisor","Other","Permanent","Microsoft Windows","PDF","petition"
"1/22/2015 9:40:31","Germany","I conduct research, I support researchers, I manage researchers or research projects, I develop software for researchers","Social studies","","1-5 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - a taught course, Yes - self taught using online resources or books","No, but we expected to develop software as part of the project","Matlab, R, Stata, Python, Git","PhD student","Male","Fixed term","Don't have a preference","University of Bonn","petition"
"1/27/2015 18:45:15","United Kingdom","I conduct research","Medicine, dentistry & health","MRC - Medical Research Council","Less than a year","Yes","It would not be practical to conduct my work without software","Yes","Yes - a taught course, Yes - self taught using online resources or books","I'm not involved in bid writing","R, bioconductor, muscle, clustal, phylip, phyml ","PhD student","Female","Prefer not to say","Mac OS X","University of Manchester","petition"
"1/27/2015 19:32:31","United Kingdom","I conduct research, I develop software for researchers","Biological, mathematical & physical sciences","BBSRC - Biotechnology and Biological Sciences Research Council","1-5 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - a taught course","I'm not involved in bid writing","NumPy,iPython,BioPython,SeqTK,HTseq,BWA,Bowtie2,SPAdes,Khmer,Samtools,RStudio,IGV","PhD student","Male","Fixed term","Mac OS X","University of Manchester","petition"
"2/12/2015 20:27:59","France","I conduct research, I develop software for researchers","Biological, mathematical & physical sciences","","6-10 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - self taught using online resources or books","I'm not involved in bid writing","ROOT, LISE++","Nuclear physicist","Male","Permanent","Linux","","petition"
"3/19/2015 13:40:19","United Kingdom","I conduct research, I support researchers, I develop software for researchers","Biological, mathematical & physical sciences","ERC","6-10 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - self taught using online resources or books","I'm not involved in bid writing","own code in Matlab, and Python
QGIS and toolboxes, Matlab Simulink, toolboxes and central exchange, FragStats","Post-doc","Female","Fixed term","Don't have a preference","Imperial College London","petition"
"3/24/2015 4:39:34","Japan","I conduct research, I support researchers, I manage researchers or research projects, I develop software for researchers","Biological, mathematical & physical sciences","","11-15 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - a taught course, Yes - self taught using online resources or books","No, but we expected to develop software as part of the project","root,geant,scipy","Research Associate","Prefer not to say","Fixed term","Linux","University of Regina","petition"
"3/28/2015 13:18:40","Germany","I conduct research, I support researchers, I manage researchers or research projects","Social studies","","1-5 years","Yes","It would not be practical to conduct my work without software","Yes","No","I'm not involved in bid writing","MATLAB, SPSS, E-Prime","Research Associate","Female","Fixed term","Mac OS X","university","petition"
"3/29/2015 20:48:32","Spain","I conduct research","Biological, mathematical & physical sciences","","11-15 years","Yes","It would not be practical to conduct my work without software","Yes","No","No","Python","","Prefer not to say","Fixed term","Linux","University","petition"
"4/6/2015 17:25:49","Germany","I conduct research, I support researchers, I develop software for researchers","Biological, mathematical & physical sciences","","6-10 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - self taught using online resources or books","No, but we expected to develop software as part of the project","MESSy (ECHAM-MESSy chemistry-climate model), CAABA chemical box model, ferret (NOAA analysis software), LAGRANTO atmospheric trajectory model","","Female","Fixed term","Linux","Max Planck Institute","petition"
"6/13/2015 13:53:12","Germany","I conduct research, I support researchers, I manage researchers or research projects, I develop software for researchers","Social studies","","11-15 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - a taught course, Yes - self taught using online resources or books","Yes","NBS Presentation
Python - SciPy
PsychoPy
E-Prime
Java
","Lab Director","Male","Permanent","Linux","Zeppelin University Friedrichshafen, Germany","petition"
"7/5/2015 22:22:10","United Kingdom","I conduct research, I support researchers, I manage researchers or research projects, I develop software for researchers","Engineering & technology","EPSRC - Engineering and Physical Sciences Research Council","6-10 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - self taught using online resources or books","No, but we expected to develop software as part of the project","","Postdoctoral Researcher","","Fixed term","Linux","University of Oxford","petition"
